source_id,project_name,state,district,scheme,price_min,price_max,property_type,project_status,developer_name,address,source_url,retrieved_at,latitude,longitude,total_units,available_units,unit_types,external_project_url,developer_address,raw_location
PR1MA_143,RESIDENSI SELATAN KINARUT,Sabah,Papar,PR1MA Homes,292600,292600,APARTMEN,,PR1MA CORPORATION MALAYSIA,,https://teduh.kpkt.gov.my/projek?source=Perumahan+Awam,2026-08-20T10:40:07.344569+00:00,5.81827,116.033252,502,,APARTMEN,https://www.pr1ma.my/pr1ma-properties/hms/homes/bm,"7th FLOOR, BLOCK F, NO 2, JALAN PJU 1A/7A, OASIS SQUARE, OASIS DAMANSARA, 47301 PETALING JAYA","PAPAR, SABAH"
PR1MA_144,RESIDENSI BORNEO COVE,Sabah,Sandakan,PR1MA Homes,150000,150000,APARTMEN,,PR1MA CORPORATION MALAYSIA,,https://teduh.kpkt.gov.my/projek?source=Perumahan+Awam,2026-08-20T10:40:07.344569+00:00,5.864224,118.113979,999,,APARTMEN,https://www.pr1ma.my/pr1ma-properties/hms/homes/bm,"7th FLOOR, BLOCK F, NO 2, JALAN PJU 1A/7A, OASIS SQUARE, OASIS DAMANSARA, 47301 PETALING JAYA","SANDAKAN, SABAH"
PR1MA_145,RESIDENSI ELOPURA,Sabah,Sandakan,PR1MA Homes,279300,279300,APARTMEN,,PR1MA CORPORATION MALAYSIA,,https://teduh.kpkt.gov.my/projek?source=Perumahan+Awam,2026-08-20T10:40:07.344569+00:00,5.867874,118.109197,750,,APARTMEN,https://www.pr1ma.my/pr1ma-properties/hms/homes/bm,"7th FLOOR, BLOCK F, NO 2, JALAN PJU 1A/7A, OASIS SQUARE, OASIS DAMANSARA, 47301 PETALING JAYA","SANDAKAN, SABAH"
SPNB_11,"Taman Cenderawasih, Kunak",Sabah,,Syarikat Perumahan Negara Berhad (SPNB),190636,190636,Rumah teres kos sederhana rendah; Rumah teres kos sederhana; Kedai,,Syarikat Perumahan Negara Berhad (SPNB),,https://teduh.kpkt.gov.my/projek?source=Perumahan+Awam,2026-08-20T10:40:07.344569+00:00,4.6425705,118.2069381,0,,Rumah teres kos sederhana rendah; Rumah teres kos sederhana; Kedai,http://spnb.com.my,"Level 1, Block C, Dataran PHB, Saujana Resort, Seksyen U2, Shah Alam, Selangor Darul Ehsan",SABAH
PPAM_725,"LOTS 33-36 AND 504 BLOCK 13, SEDUAN LAND DISTRICT",Sarawak,Sibu,Perumahan Penjawat Awam Malaysia (PPAM),280000,288000,APARTMEN,,JIAWOOD JAYA SDN. BHD.,,https://teduh.kpkt.gov.my/projek?source=Perumahan+Awam,2026-08-20T10:40:07.344569+00:00,2.259178,111.879171,27,27,APARTMEN,https://apps.ppam.gov.my/login,"NO.11, 2ND FLOOR , LORONG SALIM 17, JALAN SALIM , 96000 SIBU , SIBU , SARAWAK","SIBU, SARAWAK"
PR1MA_146,RESIDENSI SEMENGGOH,Sarawak,Padawan,PR1MA Homes,235000,235000,RUMAH TERES,,PR1MA CORPORATION MALAYSIA,,https://teduh.kpkt.gov.my/projek?source=Perumahan+Awam,2026-08-20T10:40:07.344569+00:00,1.380869,110.318562,558,,RUMAH TERES,https://www.pr1ma.my/pr1ma-properties/hms/homes/bm,"7th FLOOR, BLOCK F, NO 2, JALAN PJU 1A/7A, OASIS SQUARE, OASIS DAMANSARA, 47301 PETALING JAYA","PADAWAN, SARAWAK"
PR1MA_147,RESIDENSI MATANG,Sarawak,Kuching,PR1MA Homes,279000,279000,APARTMEN,,PR1MA CORPORATION MALAYSIA,,https://teduh.kpkt.gov.my/projek?source=Perumahan+Awam,2026-08-20T10:40:07.344569+00:00,1.334615,110.75525,912,,APARTMEN,https://www.pr1ma.my/pr1ma-properties/hms/homes/bm,"7th FLOOR, BLOCK F, NO 2, JALAN PJU 1A/7A, OASIS SQUARE, OASIS DAMANSARA, 47301 PETALING JAYA","KUCHING, SARAWAK"
PR1MA_148,RESIDENSI BINTAWA RIVERFRONT,Sarawak,Kuching Town Land,PR1MA Homes,256000,256000,APARTMEN,,PR1MA CORPORATION MALAYSIA,,https://teduh.kpkt.gov.my/projek?source=Perumahan+Awam,2026-08-20T10:40:07.344569+00:00,1.572648,110.374035,1320,,APARTMEN,https://www.pr1ma.my/pr1ma-properties/hms/homes/bm,"7th FLOOR, BLOCK F, NO 2, JALAN PJU 1A/7A, OASIS SQUARE, OASIS DAMANSARA, 47301 PETALING JAYA","KUCHING TOWN LAND, SARAWAK"
PR1MA_149,RESIDENSI MATANG PREMIER,Sarawak,Kuching,PR1MA Homes,318000,318000,APARTMEN,,PR1MA CORPORATION MALAYSIA,,https://teduh.kpkt.gov.my/projek?source=Perumahan+Awam,2026-08-20T10:40:07.344569+00:00,1.334615,110.75525,448,,APARTMEN,https://www.pr1ma.my/pr1ma-properties/hms/homes/bm,"7th FLOOR, BLOCK F, NO 2, JALAN PJU 1A/7A, OASIS SQUARE, OASIS DAMANSARA, 47301 PETALING JAYA","KUCHING, SARAWAK"
PPAM_616,TAMAN IMAM YUSOF 4,Selangor,Klang,Perumahan Penjawat Awam Malaysia (PPAM),283000,283000,RUMAH TERES,,SIMFONI DESIRAN SDN BHD,,https://teduh.kpkt.gov.my/projek?source=Perumahan+Awam,2026-08-20T10:40:07.344569+00:00,2.93142,101.30874,20,16,RUMAH TERES,https://apps.ppam.gov.my/login,"20-2 LORONG TIARA 3/KU 1 , PUSAT PERNIAGAAN BBK , 41150 KLANG , KLANG , SELANGOR","KLANG, SELANGOR"
PPAM_693,BSP SUTERA,Selangor,Kuala Langat,Perumahan Penjawat Awam Malaysia (PPAM),299000,299000,APARTMEN,,SERIBU BAIDURI SDN BHD,,https://teduh.kpkt.gov.my/projek?source=Perumahan+Awam,2026-08-20T10:40:07.344569+00:00,2.9526268305118,101.58775586743,100,18,APARTMEN,https://apps.ppam.gov.my/login,"PLAZA SERI SETIA LEVEL 1-4 , NO. 1 JALAN SS 9/2 , 47300 PETALING JAYA , PETALING , SELANGOR","KUALA LANGAT, SELANGOR"
PPAM_712,TAMAN DORANI SEJAHTERA,Selangor,Sabak Bernam,Perumahan Penjawat Awam Malaysia (PPAM),299000,299000,RUMAH TERES,,REWARD SUPREME DEVELOPMENT SDN. BHD.,,https://teduh.kpkt.gov.my/projek?source=Perumahan+Awam,2026-08-20T10:40:07.344569+00:00,3.6404376,101.0235436,20,20,RUMAH TERES,https://apps.ppam.gov.my/login,"NO,8 JALAN AMAN SINARIA 9 , TAMAN TROPICANA AMAN, TELOK PANGLIMA GARANG , 42500 KLANG , KLANG , SELANGOR","SABAK BERNAM, SELANGOR"
PPAM_717,TAMAN LANGAT UTAMA 3,Selangor,Kuala Langat,Perumahan Penjawat Awam Malaysia (PPAM),295000,455000,RUMAH TERES,,PERUMAHAN SEHATI SDN BHD,,https://teduh.kpkt.gov.my/projek?source=Perumahan+Awam,2026-08-20T10:40:07.344569+00:00,2.811157,101.665622,9,9,RUMAH TERES,https://apps.ppam.gov.my/login,"NO 9, LEBUH LANG , TAMAN BERKELEY , 41150 KLANG , KLANG , SELANGOR","KUALA LANGAT, SELANGOR"
PPAM_727,TAMAN DATO HORMAT 7,Selangor,Klang,Perumahan Penjawat Awam Malaysia (PPAM),285000,285000,RUMAH TERES,,RESTU JAYA SDN BHD,,https://teduh.kpkt.gov.my/projek?source=Perumahan+Awam,2026-08-20T10:40:07.344569+00:00,2.92,101.31,5,5,RUMAH TERES,https://apps.ppam.gov.my/login,"NO 13-3 , EMPIRE GALLERY, JALAN EMPAYAR OFF PERSIARAN SULTAN IBRAHIM / KUI1 , 41150 KLANG , KLANG , SELANGOR","KLANG, SELANGOR"
PPAM_738,TAMAN PERSIARAN MASJID SULTAN 1,Selangor,Klang,Perumahan Penjawat Awam Malaysia (PPAM),280000,280000,RUMAH TERES,,L-Max Development Sdn. Bhd.,,https://teduh.kpkt.gov.my/projek?source=Perumahan+Awam,2026-08-20T10:40:07.344569+00:00,2.954444,101.338333,10,10,RUMAH TERES,https://apps.ppam.gov.my/login,"48 JALAN SUNGAI AGAS 6A/KU3, T , TAMAN SUNGAI PINANG, 41400 KLANG, SELANGOR , 41400 Klang , KLANG , SELANGOR","KLANG, SELANGOR"
PPAM_754,TAMAN TOK MUDA BERJAYA,Selangor,Klang,Perumahan Penjawat Awam Malaysia (PPAM),299000,299000,RUMAH TERES,,YCL REALTY SDN BHD,,https://teduh.kpkt.gov.my/projek?source=Perumahan+Awam,2026-08-20T10:40:07.344569+00:00,3.139556,101.333808,13,13,RUMAH TERES,https://apps.ppam.gov.my/login,"NO.9B, LORONG KOTA RAJA 1A , SHAHBANDARAYA , 41000 KLANG , KLANG , SELANGOR","KLANG, SELANGOR"
PPAM_762,PANGSAPURI ANGGERIK,Selangor,Klang,Perumahan Penjawat Awam Malaysia (PPAM),299000,299000,APARTMEN,,SIN HEE YANG PROPERTY MANAGEMENT SDN BHD,,https://teduh.kpkt.gov.my/projek?source=Perumahan+Awam,2026-08-20T10:40:07.344569+00:00,3.04709,101.49149,30,30,APARTMEN,https://apps.ppam.gov.my/login,"NO.9, LEBUH LANG , TAMAN BERKELEY , 41150 KLANG , KLANG , SELANGOR","KLANG, SELANGOR"
PPAM_763,TAMAN LANGAT UTAMA 3,Selangor,Kuala Langat,Perumahan Penjawat Awam Malaysia (PPAM),299000,299000,RUMAH TERES,,PERUMAHAN SEHATI SDN BHD,,https://teduh.kpkt.gov.my/projek?source=Perumahan+Awam,2026-08-20T10:40:07.344569+00:00,2.8086389,101.6650278,12,12,RUMAH TERES,https://apps.ppam.gov.my/login,"NO 9, LEBUH LANG , TAMAN BERKELEY , 41150 KLANG , KLANG , SELANGOR","KUALA LANGAT, SELANGOR"
PR1MA_151,RESIDENSI BANDAR BUKIT MAHKOTA,Selangor,Semenyih,PR1MA Homes,288000,288000,APARTMEN,,PR1MA CORPORATION MALAYSIA,,https://teduh.kpkt.gov.my/projek?source=Perumahan+Awam,2026-08-20T10:40:07.344569+00:00,2.883842,101.797709,650,,APARTMEN,https://www.pr1ma.my/pr1ma-properties/hms/homes/bm,"7th FLOOR, BLOCK F, NO 2, JALAN PJU 1A/7A, OASIS SQUARE, OASIS DAMANSARA, 47301 PETALING JAYA","SEMENYIH, SELANGOR"
PPAM_637,TAMAN PMINT TEBING TEMBAH 2,Terengganu,Dungun,Perumahan Penjawat Awam Malaysia (PPAM),288000,288000,RUMAH BERKEMBAR,,ML SYNERGY SDN. BHD.,,https://teduh.kpkt.gov.my/projek?source=Perumahan+Awam,2026-08-20T10:40:07.344569+00:00,88,4.6,30,30,RUMAH BERKEMBAR,https://apps.ppam.gov.my/login,"1-39, 1ST FLOOR, JALAN DESA CAHAYA 11 , TAMAN DESA BUKIT CAHAYA , 56100 CHERAS , KUALA LUMPUR , KUALA LUMPUR","DUNGUN, TERENGGANU"
PPAM_734,BANDAR BARU BUKIT MENTOK,Terengganu,Kemaman,Perumahan Penjawat Awam Malaysia (PPAM),266000,266000,RUMAH TERES,,ASM DEVELOPMENT (TERENGGANU) SDN BHD,,https://teduh.kpkt.gov.my/projek?source=Perumahan+Awam,2026-08-20T10:40:07.344569+00:00,4.22,103.4,9,6,RUMAH TERES,https://apps.ppam.gov.my/login,"PT 8812, TINGKAT 1 , BANDAR BARU BUKIT MENTOK , 24000 CUKAI , KEMAMAN , TERENGGANU","KEMAMAN, TERENGGANU"
PPAM_737,TAMAN RAWAI PERDANA,Terengganu,Marang,Perumahan Penjawat Awam Malaysia (PPAM),228850,228850,RUMAH TERES,,PASIR DELIMA SDN BHD,,https://teduh.kpkt.gov.my/projek?source=Perumahan+Awam,2026-08-20T10:40:07.344569+00:00,5.12456,103.03314,64,64,RUMAH TERES,https://apps.ppam.gov.my/login,"NO.76, JALAN RIMBUNAN RAYA, LAMAN RIMBUNAN , BATU 6 1/2, JALAN KEPONG , 52100 BATU 6 1/2 , KUALA LUMPUR , KUALA LUMPUR","MARANG, TERENGGANU"
PPAM_751,TAMAN PERKASA,Terengganu,Hulu Terengganu,Perumahan Penjawat Awam Malaysia (PPAM),250000,250000,RUMAH TERES,,VIRGO ZONE REALTY SDN. BHD.,,https://teduh.kpkt.gov.my/projek?source=Perumahan+Awam,2026-08-20T10:40:07.344569+00:00,5.0731,103.0113,26,26,RUMAH TERES,https://apps.ppam.gov.my/login,"F-2-11, 2ND FLOOR, BLOCK F, PUSAT KOMERSIL JALAN KUCHING , NO. 115, JALAN KEPAYANG OFF JALAN KUCHING , 51200 KUALA LUMPUR , KUALA LUMPUR , KUALA LUMPUR","HULU TERENGGANU, TERENGGANU"
SPNB_8,"Taman Desa Idaman, Paka",Terengganu,,Syarikat Perumahan Negara Berhad (SPNB),68000,607700,RUMAH TERES 1 TINGKAT (VANDA); RUMAH TERES 1 TINGKAT (DISA); RUMAH TERES 2 TINGKAT (CATTLEYA); RUMAH SEMI D 2 TINGKAT (MILTONIA); RUMAH KEDAI 2 TINGKAT (LUDISIA),,Syarikat Perumahan Negara Berhad (SPNB),,https://teduh.kpkt.gov.my/projek?source=Perumahan+Awam,2026-08-20T10:40:07.344569+00:00,4.622016,103.387268,0,,RUMAH TERES 1 TINGKAT (VANDA); RUMAH TERES 1 TINGKAT (DISA); RUMAH TERES 2 TINGKAT (CATTLEYA); RUMAH SEMI D 2 TINGKAT (MILTONIA); RUMAH KEDAI 2 TINGKAT (LUDISIA),http://spnb.com.my,"Level 1, Block C, Dataran PHB, Saujana Resort, Seksyen U2, Shah Alam, Selangor Darul Ehsan",TERENGGANU
SPNB_9,"Taman Nusa Idaman, Kuala Ping",Terengganu,,Syarikat Perumahan Negara Berhad (SPNB),68000,292000,RUMAH TERES 1 TINGKAT (EGENIA); RUMAH TERES 1 TINGKAT (DEHASIA); RUMAH TERES 1 TINGKAT (MADHUCA); RUMAH BERKEMBAR 1 TINGKAT (MILLETIA); Rumah Berkembar 1 Tingkat,,Syarikat Perumahan Negara Berhad (SPNB),,https://teduh.kpkt.gov.my/projek?source=Perumahan+Awam,2026-08-20T10:40:07.344569+00:00,5.159275,102.905012,32,,RUMAH TERES 1 TINGKAT (EGENIA); RUMAH TERES 1 TINGKAT (DEHASIA); RUMAH TERES 1 TINGKAT (MADHUCA); RUMAH BERKEMBAR 1 TINGKAT (MILLETIA); Rumah Berkembar 1 Tingkat,http://spnb.com.my,"Level 1, Block C, Dataran PHB, Saujana Resort, Seksyen U2, Shah Alam, Selangor Darul Ehsan",TERENGGANU
