source_id,project_name,state,district,scheme,price_min,price_max,property_type,project_status,developer_name,address,source_url,retrieved_at,latitude,longitude,total_units,available_units,unit_types,external_project_url,developer_address,raw_location
PPAM_115,PPAM PENGERANG (TAMAN YPJ PUNGGAI PENGERANG),Johor,Kota Tinggi,Perumahan Penjawat Awam Malaysia (PPAM),278800,278800,RUMAH TERES,,YPJ BUILDERS SDN BHD,,https://teduh.kpkt.gov.my/projek?source=Perumahan+Awam,2026-08-20T10:40:07.344569+00:00,1.431225,104.273002,300,30,RUMAH TERES,https://apps.ppam.gov.my/login,"NO 40 JALAN SRI PERKASA 1/3 , TAMAN TAMPOI UTAMA , 81200 JOHOR BAHRU , JOHOR BAHRU , JOHOR","KOTA TINGGI, JOHOR"
PPAM_673,TAMAN SAUJANA,Johor,Kluang,Perumahan Penjawat Awam Malaysia (PPAM),300000,300000,RUMAH TERES,,MARVEL PLUS DEVELOPMENT SDN BHD,,https://teduh.kpkt.gov.my/projek?source=Perumahan+Awam,2026-08-20T10:40:07.344569+00:00,2.01347,103.16405,8,8,RUMAH TERES,https://apps.ppam.gov.my/login,"NO. 48B, 2ND & 3RD FLOOR, JALAN SENTOL , KLUANG PARADE , 86000 KLUANG , KLUANG , JOHOR","KLUANG, JOHOR"
PPAM_681,TAMAN PUTERIMAS FASA 2,Johor,Kluang,Perumahan Penjawat Awam Malaysia (PPAM),240000,240000,RUMAH TERES,,GENE & QUIN REALTY SDN. BHD.,,https://teduh.kpkt.gov.my/projek?source=Perumahan+Awam,2026-08-20T10:40:07.344569+00:00,2.0794754,103.3538961,66,53,RUMAH TERES,https://apps.ppam.gov.my/login,"LOT 1707 , JALAN KIYAI HAJI HASHIM , 75450 BUKIT BARU, MELAKA , MELAKA TENGAH , MELAKA","KLUANG, JOHOR"
PPAM_713,TAMAN KIRANA,Johor,Kluang,Perumahan Penjawat Awam Malaysia (PPAM),262520,262520,RUMAH TERES,,LEBAR KLASSIK SDN BHD,,https://teduh.kpkt.gov.my/projek?source=Perumahan+Awam,2026-08-20T10:40:07.344569+00:00,1.93063,103.19937,218,218,RUMAH TERES,https://apps.ppam.gov.my/login,"1765, 1ST. FLOOR , TAMAN RASAH UTAMA, JALAN RASAH , 70300 SEREMBAN , SEREMBAN , NEGERI SEMBILAN","KLUANG, JOHOR"
PPAM_749,RESIDENSI SEDILI,Johor,Kota Tinggi,Perumahan Penjawat Awam Malaysia (PPAM),225650,441853,RUMAH TERES,,UDA LAND (SOUTH) SDN BHD,,https://teduh.kpkt.gov.my/projek?source=Perumahan+Awam,2026-08-20T10:40:07.344569+00:00,1.924651,104.094334,31,18,RUMAH TERES,https://apps.ppam.gov.my/login,"WISMA SBBU, NO.1 , JALAN PADI MAHSURI 12, BANDAR BARU UDA , 81200 JOHOR BAHRU , JOHOR BAHRU , JOHOR","KOTA TINGGI, JOHOR"
PR1MA_100,RESIDENSI BANDAR LAYANGKASA,Johor,Pasir Gudang,PR1MA Homes,185000,185000,RUMAH TERES,,PR1MA CORPORATION MALAYSIA,,https://teduh.kpkt.gov.my/projek?source=Perumahan+Awam,2026-08-20T10:40:07.344569+00:00,1.521878,103.955863,475,,RUMAH TERES,https://www.pr1ma.my/pr1ma-properties/hms/homes/bm,"7th FLOOR, BLOCK F, NO 2, JALAN PJU 1A/7A, OASIS SQUARE, OASIS DAMANSARA, 47301 PETALING JAYA","PASIR GUDANG, JOHOR"
PR1MA_101,RESIDENSI TEBRAU,Johor,Johor Bahru,PR1MA Homes,169000,169000,APARTMEN,,PR1MA CORPORATION MALAYSIA,,https://teduh.kpkt.gov.my/projek?source=Perumahan+Awam,2026-08-20T10:40:07.344569+00:00,1.506465,103.762678,1284,,APARTMEN,https://www.pr1ma.my/pr1ma-properties/hms/homes/bm,"7th FLOOR, BLOCK F, NO 2, JALAN PJU 1A/7A, OASIS SQUARE, OASIS DAMANSARA, 47301 PETALING JAYA","JOHOR BAHRU, JOHOR"
PR1MA_102,RESIDENSI KOTA TINGGI,Johor,Kota Tinggi,PR1MA Homes,259200,259200,RUMAH TERES,,PR1MA CORPORATION MALAYSIA,,https://teduh.kpkt.gov.my/projek?source=Perumahan+Awam,2026-08-20T10:40:07.344569+00:00,1.735123,103.710124,625,,RUMAH TERES,https://www.pr1ma.my/pr1ma-properties/hms/homes/bm,"7th FLOOR, BLOCK F, NO 2, JALAN PJU 1A/7A, OASIS SQUARE, OASIS DAMANSARA, 47301 PETALING JAYA","KOTA TINGGI, JOHOR"
PR1MA_103,RESIDENSI LARKIN INDAH,Johor,Johor Bahru,PR1MA Homes,288150,288150,APARTMEN,,PR1MA CORPORATION MALAYSIA,,https://teduh.kpkt.gov.my/projek?source=Perumahan+Awam,2026-08-20T10:40:07.344569+00:00,1.497664,103.735553,1174,,APARTMEN,https://www.pr1ma.my/pr1ma-properties/hms/homes/bm,"7th FLOOR, BLOCK F, NO 2, JALAN PJU 1A/7A, OASIS SQUARE, OASIS DAMANSARA, 47301 PETALING JAYA","JOHOR BAHRU, JOHOR"
PR1MA_104,RESIDENSI PELANGI INDAH,Johor,Johor Bahru,PR1MA Homes,280500,280500,APARTMEN,,PR1MA CORPORATION MALAYSIA,,https://teduh.kpkt.gov.my/projek?source=Perumahan+Awam,2026-08-20T10:40:07.344569+00:00,1.578198,103.79947,720,,APARTMEN,https://www.pr1ma.my/pr1ma-properties/hms/homes/bm,"7th FLOOR, BLOCK F, NO 2, JALAN PJU 1A/7A, OASIS SQUARE, OASIS DAMANSARA, 47301 PETALING JAYA","JOHOR BAHRU, JOHOR"
PPAM_728,TAMAN WAWASAN II,Kedah,Kota Setar,Perumahan Penjawat Awam Malaysia (PPAM),209600,275000,RUMAH TERES,,LAM HO SDN BHD,,https://teduh.kpkt.gov.my/projek?source=Perumahan+Awam,2026-08-20T10:40:07.344569+00:00,5.9728,100.398844,32,32,RUMAH TERES,https://apps.ppam.gov.my/login,"PT 1819, KAWASAN PERUSAHAAN MERGONG , JALAN LENCONG BARAT, MERGONG BARRAGE II , 05150 BANDAR ALOR SETAR , KOTA SETAR , KEDAH","KOTA SETAR, KEDAH"
PPAM_736,LUMINA BEDONG,Kedah,Kuala Muda,Perumahan Penjawat Awam Malaysia (PPAM),208000,208000,RUMAH TERES,,SELETAR SDN BHD,,https://teduh.kpkt.gov.my/projek?source=Perumahan+Awam,2026-08-20T10:40:07.344569+00:00,5.7426887188591,100.51282504364,27,27,RUMAH TERES,https://apps.ppam.gov.my/login,"21 & 22A, JALAN PRESINCT MENTARI 1 , PRESINCT MENTARI , 08100 BEDONG , KUALA MUDA , KEDAH","KUALA MUDA, KEDAH"
PPAM_753,TAMAN BAYAN VISTA,Kedah,Kubang Pasu,Perumahan Penjawat Awam Malaysia (PPAM),208000,225000,RUMAH TERES,,DEHIAS BINA SDN BHD,,https://teduh.kpkt.gov.my/projek?source=Perumahan+Awam,2026-08-20T10:40:07.344569+00:00,6.482256046664,100.42767234337,29,29,RUMAH TERES,https://apps.ppam.gov.my/login,"LOT 1521, PANTAI HALBAN , JALAN KEPALA BATAS - JITRA , 06000 JITRA , KUBANG PASU , KEDAH","KUBANG PASU, KEDAH"
PR1MA_106,RESIDENSI DESA AMAN,Kedah,Kulim,PR1MA Homes,145000,145000,RUMAH TERES,,PR1MA CORPORATION MALAYSIA,,https://teduh.kpkt.gov.my/projek?source=Perumahan+Awam,2026-08-20T10:40:07.344569+00:00,5.501509,100.628699,244,,RUMAH TERES,https://www.pr1ma.my/pr1ma-properties/hms/homes/bm,"7th FLOOR, BLOCK F, NO 2, JALAN PJU 1A/7A, OASIS SQUARE, OASIS DAMANSARA, 47301 PETALING JAYA","KULIM, KEDAH"
PR1MA_107,RESIDENSI SIMPANG EMPAT 2,Kedah,Kota Setar,PR1MA Homes,188000,188000,RUMAH TERES,,PR1MA CORPORATION MALAYSIA,,https://teduh.kpkt.gov.my/projek?source=Perumahan+Awam,2026-08-20T10:40:07.344569+00:00,6.042341,100.381105,432,,RUMAH TERES,https://www.pr1ma.my/pr1ma-properties/hms/homes/bm,"7th FLOOR, BLOCK F, NO 2, JALAN PJU 1A/7A, OASIS SQUARE, OASIS DAMANSARA, 47301 PETALING JAYA","KOTA SETAR, KEDAH"
PR1MA_108,RESIDENSI JUNJONG,Kedah,Kulim,PR1MA Homes,187888,187888,RUMAH TERES,,PR1MA CORPORATION MALAYSIA,,https://teduh.kpkt.gov.my/projek?source=Perumahan+Awam,2026-08-20T10:40:07.344569+00:00,5.280048,100.543,580,,RUMAH TERES,https://www.pr1ma.my/pr1ma-properties/hms/homes/bm,"7th FLOOR, BLOCK F, NO 2, JALAN PJU 1A/7A, OASIS SQUARE, OASIS DAMANSARA, 47301 PETALING JAYA","KULIM, KEDAH"
PR1MA_109,RESIDENSI UTAMA,Kedah,Sungai Petani,PR1MA Homes,118888,118888,RUMAH TERES,,PR1MA CORPORATION MALAYSIA,,https://teduh.kpkt.gov.my/projek?source=Perumahan+Awam,2026-08-20T10:40:07.344569+00:00,5.596603,100.564829,1349,,RUMAH TERES,https://www.pr1ma.my/pr1ma-properties/hms/homes/bm,"7th FLOOR, BLOCK F, NO 2, JALAN PJU 1A/7A, OASIS SQUARE, OASIS DAMANSARA, 47301 PETALING JAYA","SUNGAI PETANI, KEDAH"
PR1MA_110,RESIDENSI SERI MAHKOTA,Kedah,Kulim,PR1MA Homes,183000,183000,RUMAH TERES,,PR1MA CORPORATION MALAYSIA,,https://teduh.kpkt.gov.my/projek?source=Perumahan+Awam,2026-08-20T10:40:07.344569+00:00,5.353264,100.590158,499,,RUMAH TERES,https://www.pr1ma.my/pr1ma-properties/hms/homes/bm,"7th FLOOR, BLOCK F, NO 2, JALAN PJU 1A/7A, OASIS SQUARE, OASIS DAMANSARA, 47301 PETALING JAYA","KULIM, KEDAH"
PR1MA_111,RESIDENSI BANDAR PUTERI JAYA 1,Kedah,Sungai Petani,PR1MA Homes,165000,165000,RUMAH TERES,,PR1MA CORPORATION MALAYSIA,,https://teduh.kpkt.gov.my/projek?source=Perumahan+Awam,2026-08-20T10:40:07.344569+00:00,5.601302,100.563311,1424,,RUMAH TERES,https://www.pr1ma.my/pr1ma-properties/hms/homes/bm,"7th FLOOR, BLOCK F, NO 2, JALAN PJU 1A/7A, OASIS SQUARE, OASIS DAMANSARA, 47301 PETALING JAYA","SUNGAI PETANI, KEDAH"
SPNB_4,"Taman Universiti Jaya, Semeling",Kedah,,Syarikat Perumahan Negara Berhad (SPNB),178000,184020,Rumah Teres Satu Tingkat,,Syarikat Perumahan Negara Berhad (SPNB),,https://teduh.kpkt.gov.my/projek?source=Perumahan+Awam,2026-08-20T10:40:07.344569+00:00,5.8153161,100.4712304,68,,Rumah Teres Satu Tingkat,http://spnb.com.my,"Level 1, Block C, Dataran PHB, Saujana Resort, Seksyen U2, Shah Alam, Selangor Darul Ehsan",KEDAH
PPAM_635,"RESIDENSI INTAN @ DESA GREEN, KUALA KRAI",Kelantan,Kuala Krai,Perumahan Penjawat Awam Malaysia (PPAM),198800,298800,RUMAH TERES; RUMAH BERKEMBAR,,FAJARBARU REAL DEVELOPMENT SDN BHD,,https://teduh.kpkt.gov.my/projek?source=Perumahan+Awam,2026-08-20T10:40:07.344569+00:00,5.5863048460346,102.18756435966,108,26,RUMAH TERES; RUMAH BERKEMBAR,https://apps.ppam.gov.my/login,"NO. 61 & 63 , JALAN SS6/12 , 47301 PETALING JAYA , PETALING , SELANGOR","KUALA KRAI, KELANTAN"
PPAM_636,PPAM RESIDENSI 117 @ WAKAF SIKU,Kelantan,Kota Bharu,Perumahan Penjawat Awam Malaysia (PPAM),275000,300000,APARTMEN,,KOTA IMPIANA PROPERTIES SDN. BHD.,,https://teduh.kpkt.gov.my/projek?source=Perumahan+Awam,2026-08-20T10:40:07.344569+00:00,6.115454,102.243406,100,96,APARTMEN,https://apps.ppam.gov.my/login,"PT 1540, TINGKAT 1 , WISMA YUSMAH , 15200 KOTA BHARU , KOTA BHARU , KELANTAN","KOTA BHARU, KELANTAN"
PPAM_667,DE ZAHRA,Kelantan,Tanah Merah,Perumahan Penjawat Awam Malaysia (PPAM),234500,240000,RUMAH TERES,,KASA MEWAH DEVELOPMENT SDN BHD,,https://teduh.kpkt.gov.my/projek?source=Perumahan+Awam,2026-08-20T10:40:07.344569+00:00,5.8357652,102.1601868,15,13,RUMAH TERES,https://apps.ppam.gov.my/login,"PT 349,TINGKAT 2,WISMA GEMILANG , JALAN SULTAN YAHYA PETRA , 15150 KOTA BHARU , KOTA BHARU , KELANTAN","TANAH MERAH, KELANTAN"
PPAM_669,TAMAN WARISAN SETIA,Kelantan,Kuala Krai,Perumahan Penjawat Awam Malaysia (PPAM),191000,224000,RUMAH TERES,,DIG-CAST CONSTRUCTION SDN. BHD,,https://teduh.kpkt.gov.my/projek?source=Perumahan+Awam,2026-08-20T10:40:07.344569+00:00,5.605895,102.187602,35,35,RUMAH TERES,https://apps.ppam.gov.my/login,"A59, 2ND FLOOR, JALAN IM 3/11 , PERSIMPANGAN JALAN PINTAS KUANTAN-KEMAMAN BANDAR INDERA MAHKOTA , 25150 KUANTAN , KUANTAN , PAHANG","KUALA KRAI, KELANTAN"
PPAM_680,KOTA SERIBONG @ BANDAR BARU TUNJONG FASA 4 (4B),Kelantan,Kota Bharu,Perumahan Penjawat Awam Malaysia (PPAM),250000,250000,RUMAH TERES,,SENSATIMUR SDN BHD,,https://teduh.kpkt.gov.my/projek?source=Perumahan+Awam,2026-08-20T10:40:07.344569+00:00,6.07728,102.24864,85,85,RUMAH TERES,https://apps.ppam.gov.my/login,"PT 1222 , JALAN PERSIARAN 3 , 16010 KOTA BHARU , KOTA BHARU , KELANTAN","KOTA BHARU, KELANTAN"
PPAM_696,TAMAN INDAH KUALA KRAI,Kelantan,Kuala Krai,Perumahan Penjawat Awam Malaysia (PPAM),298000,313000,RUMAH TERES,,RICHMAX CONSTRUCTION SDN BHD,,https://teduh.kpkt.gov.my/projek?source=Perumahan+Awam,2026-08-20T10:40:07.344569+00:00,5.537755608404,102.20594327575,15,15,RUMAH TERES,https://apps.ppam.gov.my/login,"PT 3095 JALAN PERMAI 02 , TAMAN DESA PERMAI , 18000 KUALA KRAI , KUALA KRAI , KELANTAN","KUALA KRAI, KELANTAN"
PPAM_742,TAMAN KIFAYAH BINARAYA,Kelantan,Jeli,Perumahan Penjawat Awam Malaysia (PPAM),250000,260000,RUMAH TERES,,BINARAYA PKINK SDN BHD,,https://teduh.kpkt.gov.my/projek?source=Perumahan+Awam,2026-08-20T10:40:07.344569+00:00,5.691655,101.846467,11,11,RUMAH TERES,https://apps.ppam.gov.my/login,"ARAS 1 & 2, LK 6, D' PERDANA SRI CEMERLANG , JALAN SRI CEMERLANG, SEKSYEN 27 , 15300 KOTA BHARU , KOTA BHARU , KELANTAN","JELI, KELANTAN"
PR1MA_112,RESIDENSI TOK BALI,Kelantan,Pasir Puteh,PR1MA Homes,158000,158000,RUMAH TERES,,PR1MA CORPORATION MALAYSIA,,https://teduh.kpkt.gov.my/projek?source=Perumahan+Awam,2026-08-20T10:40:07.344569+00:00,5.879874,102.450855,193,,RUMAH TERES,https://www.pr1ma.my/pr1ma-properties/hms/homes/bm,"7th FLOOR, BLOCK F, NO 2, JALAN PJU 1A/7A, OASIS SQUARE, OASIS DAMANSARA, 47301 PETALING JAYA","PASIR PUTEH, KELANTAN"
